Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	FDR.overall	sig.overall
ph216_PanUKBB_PanUKBBR2_1	1661	0.786831038197187	PC2 (2e-02)	PanUKBB	2022	PanUKBBR2	ph216	Benign neoplasm of skin (UKBB)	CAN	425024	10292	435316	Trans-ethnic (AFR,CSA,EUR)	0.948902476390976	N
ph217.1_PanUKBB_PanUKBBR2_1	1661	0.438180920558053	PC4 (8e-02)	PanUKBB	2022	PanUKBBR2	ph217.1	Nevus, non-neoplastic (UKBB)	CAN	409694	698	410392	European (EUR)	0.84419716877647	N
ph217_PanUKBB_PanUKBBR2_1	1661	0.507336896716791	PC11 (1e-01)	PanUKBB	2022	PanUKBBR2	ph217	Vascular hamartomas and non-neoplastic nevi (UKBB)	CAN	409694	751	410445	European (EUR)	0.869517149550931	N
ph223_PanUKBB_PanUKBBR2_1	1661	0.694658845214676	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph223	Benign neoplasm of kidney and other urinary organs (UKBB)	CAN	377237	226	377463	European (EUR)	0.917942045462251	N
ph224_PanUKBB_PanUKBBR2_1	1661	0.267059407989228	PC11 (6e-02)	PanUKBB	2022	PanUKBBR2	ph224	Benign neoplasm of eye (UKBB)	CAN	418389	148	418537	European (EUR)	0.732574462556996	N
ph225.1_PanUKBB_PanUKBBR2_1	1661	0.949445624722722	PC3 (2e-01)	PanUKBB	2022	PanUKBBR2	ph225.1	Benign neoplasm of brain, cranial nerves, meninges (UKBB)	CAN	418389	963	419352	European (EUR)	0.991754913817441	N
ph225_PanUKBB_PanUKBBR2_1	1661	0.939729794640274	PC3 (2e-01)	PanUKBB	2022	PanUKBBR2	ph225	Benign neoplasm of brain and other parts of nervous system (UKBB)	CAN	418389	986	419375	European (EUR)	0.991754913817441	N
ph226_PanUKBB_PanUKBBR2_1	1661	0.482568711339834	PC13 (5e-02)	PanUKBB	2022	PanUKBBR2	ph226	Benign neoplasm of thyroid glands (UKBB)	CAN	418625	320	418945	European (EUR)	0.869517149550931	N
ph227.1_PanUKBB_PanUKBBR2_1	1661	0.161814530200922	PC13 (2e-02)	PanUKBB	2022	PanUKBBR2	ph227.1	Benign neoplasm of adrenal gland (UKBB)	CAN	418625	243	418868	European (EUR)	0.544285237948556	N
ph227.2_PanUKBB_PanUKBBR2_1	1661	0.235410432798601	PC14 (3e-02)	PanUKBB	2022	PanUKBBR2	ph227.2	Benign neoplasm of parathyroid gland (UKBB)	CAN	418625	460	419085	European (EUR)	0.69317856079229	N
ph227.3_PanUKBB_PanUKBBR2_1	1661	0.288327844794527	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	ph227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch) (UKBB)	CAN	418625	396	419021	European (EUR)	0.732574462556996	N
ph227_PanUKBB_PanUKBBR2_1	1661	0.0699768255477592	PC10 (3e-02)	PanUKBB	2022	PanUKBBR2	ph227	Benign neoplasm of other endocrine glands and related structures (UKBB)	CAN	425191	1160	426351	Trans-ethnic (AFR,EUR)	0.413615642044631	N
ph228_PanUKBB_PanUKBBR2_1	1661	0.609262221785878	PC13 (6e-02)	PanUKBB	2022	PanUKBBR2	ph228	Hemangioma and lymphangioma, any site (UKBB)	CAN	418660	1871	420531	European (EUR)	0.884704049415064	N
ph229_PanUKBB_PanUKBBR2_1	1661	0.703417263105687	PC14 (9e-02)	PanUKBB	2022	PanUKBBR2	ph229	Benign neoplasm of unspecified sites (UKBB)	CAN	419622	909	420531	European (EUR)	0.918580190643897	N
ph240_PanUKBB_PanUKBBR2_1	1661	0.885028089454768	PC13 (1e-01)	PanUKBB	2022	PanUKBBR2	ph240	Simple and unspecified goiter (UKBB)	OTH	399034	691	399725	European (EUR)	0.953242437927664	N
ph241.1_PanUKBB_PanUKBBR2_1	1661	0.65972632451012	PC6 (7e-02)	PanUKBB	2022	PanUKBBR2	ph241.1	Nontoxic uninodular goiter (UKBB)	OTH	399034	604	399638	European (EUR)	0.887884900981967	N
ph241.2_PanUKBB_PanUKBBR2_1	1661	0.572662872713526	PC1 (1e-01)	PanUKBB	2022	PanUKBBR2	ph241.2	Nontoxic multinodular goiter (UKBB)	OTH	399034	787	399821	European (EUR)	0.874416236760862	N
ph241_PanUKBB_PanUKBBR2_1	1661	0.76134002160544	PC6 (7e-02)	PanUKBB	2022	PanUKBBR2	ph241	Nontoxic nodular goiter (UKBB)	OTH	399034	1382	400416	European (EUR)	0.925866890681192	N
ph242.1_PanUKBB_PanUKBBR2_1	1661	0.536958013546606	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph242.1	Graves' disease (UKBB)	IMD	399034	554	399588	European (EUR)	0.738317268626583	N
ph242.2_PanUKBB_PanUKBBR2_1	1661	0.125037901799704	PC7 (5e-03)	PanUKBB	2022	PanUKBBR2	ph242.2	Toxic multinodular goiter (UKBB)	OTH	399034	110	399144	European (EUR)	0.586809298000501	N
ph242.3_PanUKBB_PanUKBBR2_1	1661	0.17730456857331	PC7 (7e-03)	PanUKBB	2022	PanUKBBR2	ph242.3	Exophthalmos (UKBB)	OTH	399034	155	399189	European (EUR)	0.663015129388143	N
ph242_PanUKBB_PanUKBBR2_1	1661	0.56613796249804	PC8 (6e-02)	PanUKBB	2022	PanUKBBR2	ph242	Thyrotoxicosis with or without goiter (UKBB)	OTH	413713	2421	416134	Trans-ethnic (AFR,CSA,EUR)	0.872591636578912	N
ph244.1_PanUKBB_PanUKBBR2_1	1661	0.399650782922141	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	ph244.1	Secondary hypothyroidism (UKBB)	OTH	399034	1430	400464	European (EUR)	0.822838134237816	N
ph244.2_PanUKBB_PanUKBBR2_1	1661	0.574166881308609	PC5 (3e-02)	PanUKBB	2022	PanUKBBR2	ph244.2	Acquired hypothyroidism (UKBB)	OTH	399034	139	399173	European (EUR)	0.874416236760862	N
ph244.4_PanUKBB_PanUKBBR2_1	1661	2.56983608447332e-19	PC6 (3e-08)	PanUKBB	2022	PanUKBBR2	ph244.4	Hypothyroidism NOS (UKBB)	OTH	416311	18244	434555	Trans-ethnic (AFR,CSA,EAS,EUR)	9.83390608325124e-17	Y
ph244_PanUKBB_PanUKBBR2_1	1661	9.11862266074615e-20	PC6 (3e-08)	PanUKBB	2022	PanUKBBR2	ph244	Hypothyroidism (UKBB)	IMD	416311	19131	435442	Trans-ethnic (AFR,CSA,EAS,EUR)	1.53800768877918e-18	Y
ph245.21_PanUKBB_PanUKBBR2_1	1661	0.238396310541316	PC6 (5e-02)	PanUKBB	2022	PanUKBBR2	ph245.21	Chronic lymphocytic thyroiditis (UKBB)	IMD	399034	249	399283	European (EUR)	0.462500684885333	N
ph245.2_PanUKBB_PanUKBBR2_1	1661	0.257765401224365	PC6 (4e-02)	PanUKBB	2022	PanUKBBR2	ph245.2	Chronic thyroiditis (UKBB)	IMD	399034	265	399299	European (EUR)	0.490335688043341	N
ph245_PanUKBB_PanUKBBR2_1	1661	0.239791154416997	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	ph245	Thyroiditis (UKBB)	IMD	399034	351	399385	European (EUR)	0.462500684885333	N
ph246_PanUKBB_PanUKBBR2_1	1661	0.215953591107254	PC12 (7e-02)	PanUKBB	2022	PanUKBBR2	ph246	Other disorders of thyroid (UKBB)	OTH	399034	499	399533	European (EUR)	0.709861451415226	N
ph250.11_PanUKBB_PanUKBBR2_1	1661	0.053647425822607	PC11 (8e-03)	PanUKBB	2022	PanUKBBR2	ph250.11	Type 1 diabetes with ketoacidosis (UKBB)	IMD	396181	302	396483	European (EUR)	0.159679985095524	N
ph250.13_PanUKBB_PanUKBBR2_1	1661	0.407239261626264	PC12 (1e-01)	PanUKBB	2022	PanUKBBR2	ph250.13	Type 1 diabetes with ophthalmic manifestations (UKBB)	IMD	396181	573	396754	European (EUR)	0.635997118465709	N
ph250.1_PanUKBB_PanUKBBR2_1	1661	0.013486369810083	PC5 (2e-04)	PanUKBB	2022	PanUKBBR2	ph250.1	Type 1 diabetes (UKBB)	IMD	409155	3545	412700	Trans-ethnic (AFR,CSA,EUR)	0.0533133056554844	N
ph250.21_PanUKBB_PanUKBBR2_1	1661	0.869608119263215	PC8 (7e-02)	PanUKBB	2022	PanUKBBR2	ph250.21	Type 2 diabetes with ketoacidosis (UKBB)	OTH	396181	160	396341	European (EUR)	0.948963993264421	N
ph250.22_PanUKBB_PanUKBBR2_1	1661	0.612408592155723	PC1 (7e-02)	PanUKBB	2022	PanUKBBR2	ph250.22	Type 2 diabetes with renal manifestations (UKBB)	OTH	396181	261	396442	European (EUR)	0.887392496414474	N
ph250.23_PanUKBB_PanUKBBR2_1	1661	0.0362085557776149	PC2 (4e-03)	PanUKBB	2022	PanUKBBR2	ph250.23	Type 2 diabetes with ophthalmic manifestations (UKBB)	OTH	409155	1565	410720	Trans-ethnic (AFR,CSA,EUR)	0.324745484630484	N
ph250.24_PanUKBB_PanUKBBR2_1	1661	0.238675940017953	PC2 (4e-02)	PanUKBB	2022	PanUKBBR2	ph250.24	Type 2 diabetes with neurological manifestations (UKBB)	OTH	396181	753	396934	European (EUR)	0.730666611041627	N
ph250.2_PanUKBB_PanUKBBR2_1	1661	2.95082031313173e-05	PC9 (1e-03)	PanUKBB	2022	PanUKBBR2	ph250.2	Type 2 diabetes (UKBB)	OTH	413134	25550	438684	Trans-ethnic (CSA,EUR)	0.00178291669446065	Y
ph250.41_PanUKBB_PanUKBBR2_1	1661	0.00757695410680302	PC12 (8e-03)	PanUKBB	2022	PanUKBBR2	ph250.41	Impaired fasting glucose (UKBB)	OTH	396181	370	396551	European (EUR)	0.144972388576831	N
ph250.42_PanUKBB_PanUKBBR2_1	1661	0.220593957866554	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	ph250.42	Other abnormal glucose (UKBB)	OTH	396181	500	396681	European (EUR)	0.714484832336759	N
ph250.4_PanUKBB_PanUKBBR2_1	1661	0.369168024572042	PC4 (4e-02)	PanUKBB	2022	PanUKBBR2	ph250.4	Abnormal glucose (UKBB)	OTH	403362	920	404282	Trans-ethnic (CSA,EUR)	0.815714359290842	N
ph250.5_PanUKBB_PanUKBBR2_1	1661	0.386377635140067	PC5 (3e-02)	PanUKBB	2022	PanUKBBR2	ph250.5	Glycosuria or Acetonuria (UKBB)	OTH	396181	136	396317	European (EUR)	0.815714359290842	N
ph250.6_PanUKBB_PanUKBBR2_1	1661	0.053995890451748	PC2 (2e-02)	PanUKBB	2022	PanUKBBR2	ph250.6	Polyneuropathy in diabetes (UKBB)	OTH	396181	517	396698	European (EUR)	0.402911736257696	N
ph250.7_PanUKBB_PanUKBBR2_1	1661	0.525485747245779	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	ph250.7	Diabetic retinopathy (UKBB)	OTH	419170	1944	421114	Trans-ethnic (AFR,CSA,EUR)	0.852349775750358	N
ph250_PanUKBB_PanUKBBR2_1	1661	0.000259846303889979	PC9 (2e-03)	PanUKBB	2022	PanUKBBR2	ph250	Diabetes mellitus (UKBB)	IMD	413134	27215	440349	Trans-ethnic (CSA,EUR)	0.00199215499648984	Y
ph251.1_PanUKBB_PanUKBBR2_1	1661	0.00473930372394832	PC7 (6e-03)	PanUKBB	2022	PanUKBBR2	ph251.1	Hypoglycemia (UKBB)	OTH	405928	1412	407340	Trans-ethnic (AFR,CSA,EUR)	0.108814413501853	N
ph251_PanUKBB_PanUKBBR2_1	1661	0.00947576914402889	PC1 (7e-03)	PanUKBB	2022	PanUKBBR2	ph251	Other disorders of pancreatic internal secretion (UKBB)	OTH	431084	1417	432501	Trans-ethnic (AFR,CSA,EUR)	0.155063095897865	N
ph252.1_PanUKBB_PanUKBBR2_1	1661	0.176773941889406	PC8 (2e-02)	PanUKBB	2022	PanUKBBR2	ph252.1	Hyperparathyroidism (UKBB)	OTH	415877	1038	416915	European (EUR)	0.663015129388143	N
ph252.2_PanUKBB_PanUKBBR2_1	1661	0.592108831323341	PC1 (1e-01)	PanUKBB	2022	PanUKBBR2	ph252.2	Hypoparathyroidism (UKBB)	OTH	415877	202	416079	European (EUR)	0.878379318892978	N
ph252_PanUKBB_PanUKBBR2_1	1661	0.32764382162542	PC4 (6e-02)	PanUKBB	2022	PanUKBBR2	ph252	Disorders of parathyroid gland (UKBB)	OTH	415877	1172	417049	European (EUR)	0.796526404208914	N
ph253.11_PanUKBB_PanUKBBR2_1	1661	0.00500296988918107	PC7 (4e-03)	PanUKBB	2022	PanUKBBR2	ph253.11	Acromegaly and gigantism (UKBB)	OTH	415877	105	415982	European (EUR)	0.112612777603765	N
ph253.1_PanUKBB_PanUKBBR2_1	1661	0.699389634065233	PC11 (8e-02)	PanUKBB	2022	PanUKBBR2	ph253.1	Pituitary hyperfunction (UKBB)	OTH	415877	438	416315	European (EUR)	0.912330374709464	N
ph253.2_PanUKBB_PanUKBBR2_1	1661	0.183008417252367	PC1 (1e-02)	PanUKBB	2022	PanUKBBR2	ph253.2	Pituitary hypofunction (UKBB)	OTH	415877	326	416203	European (EUR)	0.671225760401653	N
ph253.3_PanUKBB_PanUKBBR2_1	1661	0.176311658709747	PC10 (4e-02)	PanUKBB	2022	PanUKBBR2	ph253.3	Diabetes insipidus (UKBB)	OTH	415877	109	415986	European (EUR)	0.663015129388143	N
ph253.7_PanUKBB_PanUKBBR2_1	1661	0.728607427393403	PC5 (5e-02)	PanUKBB	2022	PanUKBBR2	ph253.7	Other disorders of neurohypophysis (UKBB)	OTH	415877	231	416108	European (EUR)	0.916822539207958	N
ph253_PanUKBB_PanUKBBR2_1	1661	0.384199378397302	PC3 (4e-02)	PanUKBB	2022	PanUKBBR2	ph253	Disorders of the pituitary gland and its hypothalamic control (UKBB)	OTH	415877	869	416746	European (EUR)	0.815714359290842	N
ph255.11_PanUKBB_PanUKBBR2_1	1661	0.907713193621368	PC5 (2e-01)	PanUKBB	2022	PanUKBBR2	ph255.11	Cushing's syndrome (UKBB)	OTH	415877	126	416003	European (EUR)	0.963475905523979	N
ph255.1_PanUKBB_PanUKBBR2_1	1661	0.822099190073642	PC3 (7e-02)	PanUKBB	2022	PanUKBBR2	ph255.1	Adrenal hyperfunction (UKBB)	OTH	415877	221	416098	European (EUR)	0.934316318217193	N
ph255.21_PanUKBB_PanUKBBR2_1	1661	0.0796411544112433	PC3 (1e-03)	PanUKBB	2022	PanUKBBR2	ph255.21	Glucocorticoid deficiency (UKBB)	OTH	415877	459	416336	European (EUR)	0.481434313695706	N
ph255.2_PanUKBB_PanUKBBR2_1	1661	0.0674997142730157	PC3 (9e-04)	PanUKBB	2022	PanUKBBR2	ph255.2	Adrenal hypofunction (UKBB)	OTH	415877	462	416339	European (EUR)	0.453430371834162	N
ph255_PanUKBB_PanUKBBR2_1	1661	0.140623353834757	PC3 (5e-03)	PanUKBB	2022	PanUKBBR2	ph255	Disorders of adrenal glands (UKBB)	OTH	415877	812	416689	European (EUR)	0.618661132665401	N
ph258_PanUKBB_PanUKBBR2_1	1661	0.802180436849053	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph258	Iatrogenic endocrine disorders (UKBB)	OTH	415877	124	416001	European (EUR)	0.934316318217193	N
ph259_PanUKBB_PanUKBBR2_1	1661	0.655005707759381	PC10 (1e-01)	PanUKBB	2022	PanUKBBR2	ph259	Other endocrine disorders (UKBB)	OTH	415877	220	416097	European (EUR)	0.887884900981967	N
ph260.6_PanUKBB_PanUKBBR2_1	1661	0.484177459092971	PC1 (3e-02)	PanUKBB	2022	PanUKBBR2	ph260.6	Anorexia (UKBB)	OTH	416692	1126	417818	European (EUR)	0.848313945493854	N
ph260_PanUKBB_PanUKBBR2_1	1661	0.23090058606005	PC6 (2e-02)	PanUKBB	2022	PanUKBBR2	ph260	Protein-calorie malnutrition (UKBB)	OTH	416692	293	416985	European (EUR)	0.714484832336759	N
ph261.2_PanUKBB_PanUKBBR2_1	1661	0.732515202284405	PC11 (7e-02)	PanUKBB	2022	PanUKBBR2	ph261.2	Vitamin B-complex deficiencies (UKBB)	OTH	425332	1193	426525	Trans-ethnic (CSA,EUR)	0.916822539207958	N
ph261.4_PanUKBB_PanUKBBR2_1	1661	0.704997818955684	PC6 (1e-01)	PanUKBB	2022	PanUKBBR2	ph261.4	Vitamin D deficiency (UKBB)	OTH	431877	1210	433087	Trans-ethnic (AFR,CSA,EUR)	0.912330374709464	N
ph261_PanUKBB_PanUKBBR2_1	1661	0.649610587916523	PC6 (3e-02)	PanUKBB	2022	PanUKBBR2	ph261	Vitamin deficiency (UKBB)	OTH	431877	2379	434256	Trans-ethnic (AFR,CSA,EUR)	0.887884900981967	N
ph262_PanUKBB_PanUKBBR2_1	1661	0.317272489059117	PC9 (6e-02)	PanUKBB	2022	PanUKBBR2	ph262	Mineral deficiency NEC (UKBB)	OTH	416692	365	417057	European (EUR)	0.784423712517086	N
ph269_PanUKBB_PanUKBBR2_1	1661	0.646454021539257	PC5 (2e-01)	PanUKBB	2022	PanUKBBR2	ph269	Proteinuria (UKBB)	OTH	419533	410	419943	European (EUR)	0.887884900981967	N
ph270.32_PanUKBB_PanUKBBR2_1	1661	0.525634926362726	PC14 (4e-02)	PanUKBB	2022	PanUKBBR2	ph270.32	Paraproteinemia (UKBB)	OTH	419533	301	419834	European (EUR)	0.852349775750358	N
ph270.33_PanUKBB_PanUKBBR2_1	1661	0.775203057003754	PC13 (7e-02)	PanUKBB	2022	PanUKBBR2	ph270.33	Amyloidosis (UKBB)	OTH	419533	175	419708	European (EUR)	0.930446498370853	N
ph270.3_PanUKBB_PanUKBBR2_1	1661	0.267209117048073	PC3 (8e-03)	PanUKBB	2022	PanUKBBR2	ph270.3	Disorders of plasma protein metabolism (UKBB)	OTH	419533	393	419926	European (EUR)	0.754122807437678	N
ph270_PanUKBB_PanUKBBR2_1	1661	0.369923648774108	PC3 (3e-02)	PanUKBB	2022	PanUKBBR2	ph270	Disorders of protein plasma/amino-acid transport and metabolism (UKBB)	OTH	419533	446	419979	European (EUR)	0.815714359290842	N
ph271.3_PanUKBB_PanUKBBR2_1	1661	0.723998388319704	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	ph271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption (UKBB)	OTH	420299	201	420500	European (EUR)	0.916822539207958	N
ph271_PanUKBB_PanUKBBR2_1	1661	0.642936061342249	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	ph271	Disorders of carbohydrate transport and metabolism (UKBB)	OTH	420299	232	420531	European (EUR)	0.887884900981967	N
ph272.11_PanUKBB_PanUKBBR2_1	1661	2.58879067132499e-10	PC10 (2e-05)	PanUKBB	2022	PanUKBBR2	ph272.11	Hypercholesterolemia (UKBB)	OTH	394138	43741	437879	Trans-ethnic (CSA,EUR)	3.71491461335136e-08	Y
ph272.13_PanUKBB_PanUKBBR2_1	1661	0.951798804392369	PC5 (3e-01)	PanUKBB	2022	PanUKBBR2	ph272.13	Mixed hyperlipidemia (UKBB)	OTH	376397	190	376587	European (EUR)	0.975593774502178	N
ph272.1_PanUKBB_PanUKBBR2_1	1661	1.53370746693633e-09	PC10 (6e-05)	PanUKBB	2022	PanUKBBR2	ph272.1	Hyperlipidemia (UKBB)	OTH	394138	47056	441194	Trans-ethnic (CSA,EUR)	1.60063288367537e-07	Y
ph272.9_PanUKBB_PanUKBBR2_1	1661	0.442837193128852	PC3 (4e-02)	PanUKBB	2022	PanUKBBR2	ph272.9	Unspecified disorder of lipoid metabolism (UKBB)	OTH	376397	324	376721	European (EUR)	0.844851349199355	N
ph272_PanUKBB_PanUKBBR2_1	1661	1.1159067234851e-09	PC10 (5e-05)	PanUKBB	2022	PanUKBBR2	ph272	Disorders of lipoid metabolism (UKBB)	OTH	394138	47193	441331	Trans-ethnic (CSA,EUR)	1.28106091856089e-07	Y
ph274.11_PanUKBB_PanUKBBR2_1	1661	0.908810483953504	PC1 (2e-01)	PanUKBB	2022	PanUKBBR2	ph274.11	Gouty arthropathy (UKBB)	IMD	415559	164	415723	European (EUR)	0.985671120942309	N
ph274.1_PanUKBB_PanUKBBR2_1	1661	0.00175360753622426	PC10 (2e-03)	PanUKBB	2022	PanUKBBR2	ph274.1	Gout (UKBB)	IMD	430896	4678	435574	Trans-ethnic (AFR,CSA,EUR)	0.0103177373642962	N
ph274.21_PanUKBB_PanUKBBR2_1	1661	0.207877879705061	PC6 (7e-02)	PanUKBB	2022	PanUKBBR2	ph274.21	Chondrocalcinosis (UKBB)	OTH	415559	442	416001	European (EUR)	0.703565104444392	N
ph274.2_PanUKBB_PanUKBBR2_1	1661	0.50678492423995	PC6 (9e-02)	PanUKBB	2022	PanUKBBR2	ph274.2	Crystal arthropathies (UKBB)	IMD	415559	533	416092	European (EUR)	0.724387490580268	N
ph274_PanUKBB_PanUKBBR2_1	1661	0.00213880596292624	PC8 (3e-03)	PanUKBB	2022	PanUKBBR2	ph274	Gout and other crystal arthropathies (UKBB)	IMD	430896	5147	436043	Trans-ethnic (AFR,CSA,EUR)	0.0122668917888203	N
ph275.1_PanUKBB_PanUKBBR2_1	1661	0.00313751342914521	PC7 (6e-07)	PanUKBB	2022	PanUKBBR2	ph275.1	Disorders of iron metabolism (UKBB)	OTH	417416	839	418255	European (EUR)	0.0854516254204593	N
ph275.3_PanUKBB_PanUKBBR2_1	1661	0.179980458664856	PC9 (9e-03)	PanUKBB	2022	PanUKBBR2	ph275.3	Disorders of magnesium metabolism (UKBB)	OTH	417428	688	418116	European (EUR)	0.6659041216503	N
ph275.53_PanUKBB_PanUKBBR2_1	1661	0.515594332391068	PC12 (9e-03)	PanUKBB	2022	PanUKBBR2	ph275.53	Disorders of phosphorus metabolism (UKBB)	OTH	417428	337	417765	European (EUR)	0.852349775750358	N
ph275.5_PanUKBB_PanUKBBR2_1	1661	0.669366163652595	PC14 (9e-02)	PanUKBB	2022	PanUKBBR2	ph275.5	Disorders of calcium/phosphorus metabolism (UKBB)	OTH	417428	1816	419244	European (EUR)	0.896653857494958	N
ph275_PanUKBB_PanUKBBR2_1	1661	0.0806383330261713	PC7 (7e-04)	PanUKBB	2022	PanUKBBR2	ph275	Disorders of mineral metabolism (UKBB)	OTH	426253	3154	429407	Trans-ethnic (CSA,EUR)	0.481434313695706	N
ph276.11_PanUKBB_PanUKBBR2_1	1661	0.67521206941881	PC7 (1e-01)	PanUKBB	2022	PanUKBBR2	ph276.11	Hyperosmolality and/or hypernatremia (UKBB)	OTH	409482	402	409884	European (EUR)	0.90028275922508	N
ph276.12_PanUKBB_PanUKBBR2_1	1661	0.301137227375102	PC4 (2e-02)	PanUKBB	2022	PanUKBBR2	ph276.12	Hyposmolality and/or hyponatremia (UKBB)	OTH	418041	3033	421074	Trans-ethnic (CSA,EUR)	0.780373672746314	N
ph276.13_PanUKBB_PanUKBBR2_1	1661	0.756946184730745	PC11 (4e-02)	PanUKBB	2022	PanUKBBR2	ph276.13	Hyperpotassemia (UKBB)	OTH	418041	1511	419552	Trans-ethnic (CSA,EUR)	0.924643941548052	N
ph276.14_PanUKBB_PanUKBBR2_1	1661	0.420175114433261	PC13 (6e-03)	PanUKBB	2022	PanUKBBR2	ph276.14	Hypopotassemia (UKBB)	OTH	409482	2259	411741	European (EUR)	0.836379231323545	N
ph276.1_PanUKBB_PanUKBBR2_1	1661	0.379570290978123	PC13 (7e-02)	PanUKBB	2022	PanUKBBR2	ph276.1	Electrolyte imbalance (UKBB)	OTH	424479	6719	431198	Trans-ethnic (AFR,CSA,EUR)	0.815714359290842	N
ph276.41_PanUKBB_PanUKBBR2_1	1661	0.304816521738069	PC14 (1e-01)	PanUKBB	2022	PanUKBBR2	ph276.41	Acidosis (UKBB)	OTH	418041	1699	419740	Trans-ethnic (CSA,EUR)	0.78202703309266	N
ph276.42_PanUKBB_PanUKBBR2_1	1661	0.570122018304249	PC14 (1e-02)	PanUKBB	2022	PanUKBBR2	ph276.42	Alkalosis (UKBB)	OTH	409482	201	409683	European (EUR)	0.874416236760862	N
ph276.4_PanUKBB_PanUKBBR2_1	1661	0.551555531698299	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	ph276.4	Acid-base balance disorder (UKBB)	OTH	418041	1886	419927	Trans-ethnic (CSA,EUR)	0.86713573025381	N
ph276.5_PanUKBB_PanUKBBR2_1	1661	0.38667721908864	PC4 (3e-02)	PanUKBB	2022	PanUKBBR2	ph276.5	Hypovolemia (UKBB)	OTH	424479	4323	428802	Trans-ethnic (AFR,CSA,EUR)	0.815714359290842	N
ph276.6_PanUKBB_PanUKBBR2_1	1661	0.808160162025375	PC1 (6e-02)	PanUKBB	2022	PanUKBBR2	ph276.6	Fluid overload (UKBB)	OTH	409482	793	410275	European (EUR)	0.934316318217193	N
ph276.8_PanUKBB_PanUKBBR2_1	1661	0.923287877752807	PC4 (1e-01)	PanUKBB	2022	PanUKBBR2	ph276.8	Polydipsia (UKBB)	OTH	409482	138	409620	European (EUR)	0.9681758746391	N
ph276_PanUKBB_PanUKBBR2_1	1661	0.0723118897048324	PC4 (8e-03)	PanUKBB	2022	PanUKBBR2	ph276	Disorders of fluid, electrolyte, and acid-base balance (UKBB)	OTH	424479	11462	435941	Trans-ethnic (AFR,CSA,EUR)	0.456121150445866	N
ph277.4_PanUKBB_PanUKBBR2_1	1661	0.132539984083662	PC7 (5e-03)	PanUKBB	2022	PanUKBBR2	ph277.4	Disorders of bilirubin excretion (UKBB)	OTH	418882	471	419353	European (EUR)	0.60848102712872	N
ph277.5_PanUKBB_PanUKBBR2_1	1661	0.94860726965505	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	ph277.5	Other disorders of lipoid metabolism (UKBB)	OTH	418882	280	419162	European (EUR)	0.975234396112245	N
ph277_PanUKBB_PanUKBBR2_1	1661	0.791544240514268	PC14 (8e-02)	PanUKBB	2022	PanUKBBR2	ph277	Other disorders of metabolism (UKBB)	OTH	418882	1015	419897	European (EUR)	0.934316318217193	N
ph278.1_PanUKBB_PanUKBBR2_1	1661	0.646905970900318	PC3 (1e-01)	PanUKBB	2022	PanUKBBR2	ph278.1	Obesity (UKBB)	OTH	420686	16779	437465	Trans-ethnic (CSA,EUR)	0.887884900981967	N
ph278_PanUKBB_PanUKBBR2_1	1661	0.577864444500862	PC3 (9e-02)	PanUKBB	2022	PanUKBBR2	ph278	Overweight, obesity and other hyperalimentation (UKBB)	OTH	420686	16956	437642	Trans-ethnic (CSA,EUR,MID)	0.874416236760862	N
ph279.11_PanUKBB_PanUKBBR2_1	1661	0.901160433687543	PC12 (1e-01)	PanUKBB	2022	PanUKBBR2	ph279.11	Deficiency of humoral immunity (UKBB)	IMD	419926	187	420113	European (EUR)	0.985671120942309	N
ph279.1_PanUKBB_PanUKBBR2_1	1661	0.977112294790845	PC9 (3e-01)	PanUKBB	2022	PanUKBBR2	ph279.1	Immunity deficiency (UKBB)	IMD	419926	270	420196	European (EUR)	0.995729904351728	N
ph279.7_PanUKBB_PanUKBBR2_1	1660	0.167833086894448	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	ph279.7	Other immunological findings (UKBB)	IMD	419926	281	420207	European (EUR)	0.375767884816773	N
ph279_PanUKBB_PanUKBBR2_1	1661	0.942431033481796	PC2 (2e-01)	PanUKBB	2022	PanUKBBR2	ph279	Disorders involving the immune mechanism (UKBB)	IMD	419926	328	420254	European (EUR)	0.989357060045205	N
ph280.1_PanUKBB_PanUKBBR2_1	1661	1.90786093782535e-11	PC7 (1e-12)	PanUKBB	2022	PanUKBBR2	ph280.1	Iron deficiency anemias, unspecified or not due to blood loss (UKBB)	OTH	411427	11427	422854	Trans-ethnic (AFR,CSA,EUR,MID)	3.1289111071116e-09	Y
