Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	URL	Population	Retrieval_date	Public	Notes
MS_IMSGC_30343897_1	147	3.37091504480393e-07	PC8 (4e-05)	IMSGC	2018	30343897	MS	Multiple Sclerosis	IMD	36012	32367	68379	-	European (Australia, US, Europe)	2019-11-04T00:00:00Z	N	
MS_IMSGC_31604244_1	1657	0.000252617948339848	PC8 (1e-06)	IMSGC	2019	31604244	MS	Multiple Sclerosis	IMD	68374	47429	115803	-	European (Multiple countries)	2019-11-05T00:00:00Z	N	
MTX_Taylor_29795407_1	1649	0.350596378043891	PC12 (5e-02)	Taylor	2018	29795407	MTX	Response to methotrexate	BMK	1424	0	1424	-	European	2019-06-20T00:00:00Z	N	Raw. RAR patients. Likely not public
MUMPSIGG_Scepanovic_30053915_1	1655	0.41662474636964	PC3 (5e-02)	Scepanovic	2018	30053915	MUMPSIGG	Anti-mumps virus IgG measurement	BMK	885	0	885	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ScepanovicP_30053915_GCST006351/MEASLES_GWAS_IgG_levels.txt	European (France)	2020-03-04T00:00:00Z	Y	Info on Cases and controls in Table S2 (https://static-content.springer.com/esm/art%3A10.1186%2Fs13073-018-0568-8/MediaObjects/13073_2018_568_MOESM1_ESM.xlsx). Only seropositives considered.
MUMPS_Tian_28928442_1	1661	0.062208124299446	PC5 (1e-02)	Tian	2017	28928442	MUMPS	Mumps	INF	54153	31227	85380	-	European	2017-03-22T00:00:00Z	N	23andMe data
MUMPSs_Scepanovic_30053915_1	1655	0.690672326646099	PC5 (4e-02)	Scepanovic	2018	30053915	MUMPSs	Mumps seropositivity	INF	88	912	1000	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ScepanovicP_30053915_GCST006341/MUMPS_GWAS_serostatus.txt	European (France)	2020-03-04T00:00:00Z	Y	Info on Cases and controls in Table S2 (https://static-content.springer.com/esm/art%3A10.1186%2Fs13073-018-0568-8/MediaObjects/13073_2018_568_MOESM1_ESM.xlsx). N = 1000, N0 = N - seropositives
MWCC_Astle_27863252_1	1661	0	PC2 (0e+00)	Astle	2016	27863252	MWCC	Myeloid White Cell Count	BMK	169219	0	169219	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004626/harmonised/27863252-GCST004626-EFO_0007988.h.tsv.gz	European (UK)	2019-10-14T00:00:00Z	Y	Harmonized
MYGEO_Renton_25643325_1	1653	0.195580866035604	PC10 (5e-02)	Renton	2015	25643325	MYGEO	Early-onset Myastenia Gravis	IMD	1977	235	2212	-	European (North America)	2019-10-11T00:00:00Z	N	Raw
MYGLO_Renton_25643325_1	1653	0.150178248600211	PC13 (2e-02)	Renton	2015	25643325	MYGLO	Late-onset Myastenia Gravis	IMD	1977	737	2714	-	European (North America)	2019-10-11T00:00:00Z	N	Raw
MYG_Chia_35074870_1	1538	0.00517704013554584	PC10 (1e-02)	Chia	2022	35074870	MYG	Myastenia Gravis	IMD	36370	1873	38243	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90093001-GCST90094000/GCST90093061/GCST90093061_buildGRCh38.tsv	European (US + Italy)	2022-02-24T00:00:00Z	Y	
MYG_Renton_25643325_1	1607	0.0696205049269543	PC5 (3e-02)	Renton	2015	25643325	MYG	Myastenia Gravis	IMD	1977	972	2949	-	European (North America)	2019-10-11T00:00:00Z	N	Raw
MYG_Sakaue_doi1011012020102320213652_1	1560	0.928730521983861	PC9 (5e-01)	Sakaue	2021	doi1011012020102320213652	MYG	Myastenia Gravis	IMD	178630	81	178711	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.MG.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
MYOC_Sakaue_doi1011012020102320213652_1	1560	0.451579332443939	PC1 (4e-02)	Sakaue	2021	doi1011012020102320213652	MYOC	Myocarditis	OTH	177745	102	177847	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Myo.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
MYOI_Sakaue_doi1011012020102320213652_1	1560	0.255579289833164	PC11 (4e-02)	Sakaue	2021	doi1011012020102320213652	MYOI	Myocardial infarction	OTH	146214	14992	161206	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.MI.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
MYO_Miller_26291516_1	1657	0.0685125416359752	PC8 (5e-03)	Miller	2015	26291516	MYO	Myositis	IMD	4724	1711	6435	-	European	2021-06-26T00:00:00Z	N	MYOGEN data, imputted at home
MYR_Tian_28928442_1	1661	0.539974598027427	PC13 (6e-02)	Tian	2017	28928442	MYR	Myringotomy	INF	85089	4138	89227	-	European	2017-03-22T00:00:00Z	N	23andMe data
NAP_SinnottArmstrong_33462484_1	1640	7.01363640603321e-139	PC8 (1e-69)	SinnottArmstrong	2021	33462484	NAP	Non-albumin protein levels	BMK	331979	0	331979	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST90020000/GCST90019515/GCST90019515_buildGRCh37.tsv	Trans-ethnic	2021-11-05T00:00:00Z	Y	g/L
NAR_Faraco_23459209_1	233	0.359822846330475	PC14 (5e-02)	Faraco	2013	23459209	NAR	Narcolepsy	PSD	10421	1886	12307	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FaracoJ_23459209_GCST005522/harmonised/23459209-GCST005522-EFO_0000614.h.tsv.gz	European	2019-10-24T00:00:00Z	Y	Harmonized
NASP_Sakaue_doi1011012020102320213652_1	1560	0.941249220340643	PC5 (1e-01)	Sakaue	2021	doi1011012020102320213652	NASP	Nasal polyp	IMD	151846	160	152006	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.NP.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
NEEOC_Astle_27863252_1	1661	0	PC2 (0e+00)	Astle	2016	27863252	NEEOC	Sum of neutrophil and eosinophil counts	BMK	170384	0	170384	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004613/harmonised/27863252-GCST004613-EFO_0004833.h.tsv.gz	European (UK)	2019-10-14T00:00:00Z	Y	Harmonized
NEMO_Folkersen_33067605_1	1661	1.4964013602162e-05	PC3 (4e-07)	Folkersen	2020	33067605	NEMO	NF-kappa-B essential modulator levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012079/GCST90012079_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
NEPGR_Astle_27863252_1	1661	0	PC5 (0e+00)	Astle	2016	27863252	NEPGR	Neutrophil Percentage of Granulocytes	BMK	170672	0	170672	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004623/harmonised/27863252-GCST004623-EFO_0007994.h.tsv.gz	European (UK)	2019-10-14T00:00:00Z	Y	Harmonized
NEPHS_Sakaue_doi1011012020102320213652_1	1560	0.484072441488738	PC9 (1e-02)	Sakaue	2021	doi1011012020102320213652	NEPHS	Nephrotic syndrome	OTH	177412	1314	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.NS.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
NEPL_Astle_27863252_1	1661	0	PC2 (0e+00)	Astle	2016	27863252	NEPL	Neutrophil percentage of leucocytes	BMK	171542	0	171542	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004633/harmonised/27863252-GCST004633-EFO_0007990.h.tsv.gz	European (UK)	2019-10-14T00:00:00Z	Y	Harmonized
NEPL_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	Vuckovic	2020	32888494	NEPL	Neutrophil percentage of leucocytes	BMK	408112	0	408112	ftp://ftp.sanger.ac.uk/pub/project/humgen/summary_statistics/UKBB_blood_cell_traits/neut_p.assoc	European (UK, UKBB)	2020-09-18T00:00:00Z	Y	%. Percentage of white cells that are neutrophils. Flow cytometry gates
NEUC_Astle_27863252_1	1661	0	PC2 (0e+00)	Astle	2016	27863252	NEUC	Neutrophil Count	BMK	170702	0	170702	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/AstleWJ_27863252_GCST004629/harmonised/27863252-GCST004629-EFO_0004833.h.tsv.gz	European (UK)	2019-10-14T00:00:00Z	Y	Harmonized
NEUC_Chen_32888493_1	1661	3.61957759451279e-09	PC2 (4e-05)	Chen	2020	32888493	NEUC	Neutrophil Count	BMK	6910	0	6910	http://www.mhi-humangenetics.org/dataset/BCX2_NEU_AA_GWAMA.out.gz	African	2020-09-24T00:00:00Z	Y	per nL. Relative neutrophil count = percentage of white cells that are neutrophils × WBC
NEUC_Chen_32888493_2	1661	0	PC2 (0e+00)	Chen	2020	32888493	NEUC	Neutrophil Count	BMK	568209	0	568209	http://www.mhi-humangenetics.org/dataset/BCX2_NEU_EA_GWAMA.out.gz	European (Inc. UKBB)	2020-09-24T00:00:00Z	Y	per nL. Relative neutrophil count = percentage of white cells that are neutrophils × WBC
NEUC_Chen_32888493_3	1649	0.40873324472139	PC3 (4e-02)	Chen	2020	32888493	NEUC	Neutrophil Count	BMK	78743	0	78743	http://www.mhi-humangenetics.org/dataset/BCX2_NEU_EAS_GWAMA.out.gz	East Asian	2020-09-24T00:00:00Z	Y	per nL. Relative neutrophil count = percentage of white cells that are neutrophils × WBC
NEUC_Chen_32888493_4	1660	2.40805701286399e-23	PC2 (2e-23)	Chen	2020	32888493	NEUC	Neutrophil Count	BMK	7545	0	7545	http://www.mhi-humangenetics.org/dataset/BCX2_NEU_HA_GWAMA.out.gz	Latin American (Hispanic American / Latinos)	2020-09-24T00:00:00Z	Y	per nL. Relative neutrophil count = percentage of white cells that are neutrophils × WBC
NEUC_Chen_32888493_5	1661	0	PC2 (0e+00)	Chen	2020	32888493	NEUC	Neutrophil Count	BMK	676109	0	676109	http://www.mhi-humangenetics.org/dataset/BCX2_NEU_Trans_GWAMA.out.gz	Trans-ethnic (EUR, AFR, EAS, SAS, HA)	2020-09-24T00:00:00Z	Y	per nL. Relative neutrophil count = percentage of white cells that are neutrophils × WBC
NEUC_Chen_32888493_6	1661	7.65215197897976e-274	PC2 (5e-211)	Chen	2020	32888493	NEUC	Neutrophil Count	BMK	676109	0	676109	http://www.mhi-humangenetics.org/dataset/BCX2_NEU_Trans_MRMEGA.out.gz	Trans-ethnic (EUR, AFR, EAS, SAS, HA)	2020-09-24T00:00:00Z	Y	per nL. Relative neutrophil count = percentage of white cells that are neutrophils × WBC
NEUC_Ferreira_19853236_1	1332	1.24641531411415e-17	PC2 (6e-22)	Ferreira	2009	19853236	NEUC	Neutrophil Count	BMK	6015	0	6015	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FerreiraMA_19853236_GCST008425/NEUT.assoc.gz	European (Dutch + Australian)	2019-10-31T00:00:00Z	Y	hg18.
NEUC_Kanai_29403010_1	1515	3.45318053438429e-86	PC2 (9e-69)	Kanai	2018	29403010	NEUC	Neutrophil Count	BMK	62076	0	62076	http://jenger.riken.jp/87analysisresult_qtl_download/; http://jenger.riken.jp/88analysisresult_qtl_download/	East Asian (Japanese)	2019-10-17T00:00:00Z	Y	Raw. The website keeps being updated, so urls might not match after some time
NEUC_Sakaue_doi1011012020102320213652_1	1562	3.18006044497515e-51	PC14 (4e-06)	Sakaue	2021	doi1011012020102320213652	NEUC	Neutrophil Count	BMK	82810	0	82810	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.NEU.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
NEUC_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	Vuckovic	2020	32888494	NEUC	Neutrophil Count	BMK	408112	0	408112	ftp://ftp.sanger.ac.uk/pub/project/humgen/summary_statistics/UKBB_blood_cell_traits/neut.assoc	European (UK, UKBB)	2020-09-18T00:00:00Z	Y	per nL. Count of neutrophils per unit volume of blood. (NEUT%×WBC#)/100%
NK56C_Ferreira_20045101_1	1645	0.0579800877845225	PC8 (8e-03)	Ferreira	2010	20045101	NK56C	CD56+ NK-lymphocyte cell count	BMK	2538	0	2538	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/FerreiraMA_20045101_GCST008640/CD56.assoc.gz	European (Australian)	2019-10-31T00:00:00Z	Y	hg18. Twins!
NMOIGGn_Estrada_29769526_1	1647	0.423682718140814	PC6 (3e-02)	Estrada	2018	29769526	NMOIGGn	IgG- Neuromyelitis Optica	IMD	1244	83	1327	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/EstradaK_29769526_GCST006938	European	2019-10-10T00:00:00Z	Y	Harmonized
NMOIGGp_Estrada_29769526_1	1655	0.0832106722759445	PC7 (5e-03)	Estrada	2018	29769526	NMOIGGp	IgG+ Neuromyelitis Optica	IMD	1244	132	1376	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/EstradaK_29769526_GCST006937	European	2019-10-10T00:00:00Z	Y	Harmonized
NMO_Estrada_29769526_1	1655	0.0916736749963806	PC5 (4e-02)	Estrada	2018	29769526	NMO	Neuromyelitis Optica	IMD	1244	215	1459	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/EstradaK_29769526_GCST005964	European	2019-10-10T00:00:00Z	Y	Harmonized
NMYCOB_Sakaue_doi1011012020102320213652_1	1560	0.290441706598209	PC12 (1e-01)	Sakaue	2021	doi1011012020102320213652	NMYCOB	Nontuberculous Mycobacterial infection	INF	172320	64	172384	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.NMI.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
NPBLAD_Sakaue_doi1011012020102320213652_1	1560	0.518423871053318	PC11 (9e-02)	Sakaue	2021	doi1011012020102320213652	NPBLAD	Neuropathic bladder	OTH	178418	308	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.NB.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
NRTN_Hoglund_31727947_1	1658	0.484983020017226	PC11 (3e-02)	Hoglund	2020	31727947	NRTN	Neurturin (NRTN) levels	BMK	95	0	95	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_NRTN.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
NSAID_Sakaue_doi1011012020102320213652_1	1560	0.535146160041814	PC9 (4e-02)	Sakaue	2021	doi1011012020102320213652	NSAID	Anti-inflammatory and antirheumatic products, non-steroids	OTH	149032	29694	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.M01A.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
NT3_Hoglund_31727947_1	1660	0.775981135725371	PC5 (7e-02)	Hoglund	2020	31727947	NT3	Neurotrophin-3 (NT3) levels	BMK	826	0	826	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_NT-3.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
NTPROBNP_Folkersen_33067605_1	1661	0.914917682640317	PC13 (1e-01)	Folkersen	2020	33067605	NTPROBNP	N-terminal prohormone brain natriuretic peptide levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012082/GCST90012082_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
OAHD_Zengini_29559693_1	1647	0.472764166108558	PC12 (2e-02)	Zengini	2018	29559693	OAHD	Osteoarthritis (Hospital-diagnosed)	OTH	40425	10083	50508	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005814/harmonised/29559693-GCST005814-EFO_0002506.h.tsv.gz	European	2019-10-15T00:00:00Z	Y	Harmonized
OAHI_Zengini_29559693_1	1653	0.92651566092072	PC12 (2e-01)	Zengini	2018	29559693	OAHI	Osteoarthritis (Hip)	OTH	9593	2396	11989	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005810/harmonised/29559693-GCST005810-EFO_1000786.h.tsv.gz	European	2019-10-15T00:00:00Z	Y	Harmonized. Subset of OAH_Zengini
OAHK_Zengini_29559693_1	1649	0.717849408059268	PC12 (4e-02)	Zengini	2018	29559693	OAHK	Osteoarthritis (Hip and/or Knee)	OTH	26384	6586	32970	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005812/harmonised/29559693-GCST005812-EFO_0002506.h.tsv.gz	European	2019-10-15T00:00:00Z	Y	Harmonized. Subset of OAH_Zengini
OAKN_Zengini_29559693_1	1651	0.658281317105381	PC12 (5e-02)	Zengini	2018	29559693	OAKN	Osteoarthritis (Knee)	OTH	17885	4462	22347	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005813/harmonised/29559693-GCST005813-EFO_0004616.h.tsv.gz	European	2019-10-15T00:00:00Z	Y	Harmonized. Subset of OAH_Zengini
OASR_Zengini_29559693_1	1647	0.296511590348217	PC6 (4e-02)	Zengini	2018	29559693	OASR	Osteoarthritis (self-reported)	OTH	50908	12658	63566	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/ZenginiE_29559693_GCST005811/harmonised/29559693-GCST005811-EFO_0002506.h.tsv.gz	European	2019-10-15T00:00:00Z	Y	Harmonized
OCD_IOCDFGC_28761083_1	1661	0.255106988162978	PC1 (3e-02)	IOCDFGC	2018	28761083	OCD	Obsessive-compulsive Disorder	PSD	7037	2688	9725	https://atlas.ctglab.nl/traitDB/4042	European	2019-11-01T00:00:00Z	Y	hg19
OPG_Folkersen_33067605_1	1661	0.215759054588837	PC2 (6e-03)	Folkersen	2020	33067605	OPG	Osteoprotegerin (OPG, OCIF, TNFRSF11B) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012002/GCST90012002_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
OPG_Hoglund_31727947_1	1660	0.797367121132138	PC9 (2e-01)	Hoglund	2020	31727947	OPG	Osteoprotegerin (OPG, OCIF, TNFRSF11B) levels	BMK	870	0	870	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_OPG.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
OPG_Hoglund_31727947_2	1660	0.567811803651792	PC12 (6e-02)	Hoglund	2020	31727947	OPG	Osteoprotegerin (OPG, OCIF, TNFRSF11B) levels	BMK	928	0	928	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_OPG.ONC_CVD.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
OPIOID_Sakaue_doi1011012020102320213652_1	1560	0.147064749172285	PC1 (4e-02)	Sakaue	2021	doi1011012020102320213652	OPIOID	Opioids	OTH	175160	3566	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.N02A.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
OSM_Hoglund_31727947_1	1660	0.632202636653741	PC2 (3e-02)	Hoglund	2020	31727947	OSM	Oncostatin M (OSM) levels	BMK	864	0	864	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_OSM.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
OVCAN_Sakaue_doi1011012020102320213652_1	1560	0.886302035813372	PC6 (1e-01)	Sakaue	2021	doi1011012020102320213652	OVCAN	Ovarian cancer	CAN	60614	843	61457	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.OvC.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
OVCYST_Sakaue_doi1011012020102320213652_1	1560	0.417754959362764	PC6 (2e-01)	Sakaue	2021	doi1011012020102320213652	OVCYST	Ovarian cyst	OTH	79865	2896	82761	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.OC.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
PAD_Sakaue_doi1011012020102320213652_1	1560	0.00850975208763837	PC7 (2e-02)	Sakaue	2021	doi1011012020102320213652	PAD	Peripheral arterial disease	OTH	173601	4112	177713	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.PAD.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
PANCAN_Sakaue_doi1011012020102320213652_1	1560	0.407604858459086	PC9 (4e-02)	Sakaue	2021	doi1011012020102320213652	PANCAN	Pancreatic cancer	CAN	159201	499	159700	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.PaC.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
PAPPA_Folkersen_33067605_1	1661	1.87414329853947e-26	PC5 (8e-14)	Folkersen	2020	33067605	PAPPA	Pappalysin-1 (PAPPA) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012036/GCST90012036_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
PAR1_Folkersen_33067605_1	1661	3.7474798005964e-06	PC8 (2e-06)	Folkersen	2020	33067605	PAR1	Proteinase-activated receptor 1 levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012010/GCST90012010_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
PARKD_Sakaue_doi1011012020102320213652_1	1560	0.688907414570284	PC12 (8e-02)	Sakaue	2021	doi1011012020102320213652	PARKD	Parkinson's disease	PSD	175788	340	176128	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.PD.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
PBC_Cordell_26394269_1	1661	0.000547653200537197	PC8 (3e-05)	Cordell	2015	26394269	PBC	Primary Biliary Cholangitis	IMD	10475	2764	13239	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/CordellHJ_26394269_GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz	European	2019-10-09T00:00:00Z	Y	Harmonized
PBC_Cordell_34033851_1	923	1.4960071763862e-05	PC11 (3e-04)	Cordell	2021	34033851	PBC	Primary Biliary Cholangitis	IMD	16489	8021	24510	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90061001-GCST90062000/GCST90061440/GCST90061440_buildGRCh37.tsv	European (US + Canada + UK + Italy + WTCCC)	2022-02-28T00:00:00Z	Y	
PBC_Nakamura_23000144_1	333	0.944519957307769	PC6 (5e-02)	Nakamura	2012	23000144	PBC	Primary Biliary Cholangitis	IMD	476	487	963	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/NakamuraM_23000144_GCST001685/hum0076_1stgwas_160916.csv	East Asian (Japanese)	2019-10-31T00:00:00Z	Y	Harmonized
PDGFb_Folkersen_33067605_1	1661	5.01034258831451e-20	PC3 (7e-09)	Folkersen	2020	33067605	PDGFb	Platelet-derived growth factor subunit B (PDGFb) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012016/GCST90012016_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
PDGFbb_AholaOlli_27989323_1	1660	6.06046797623433e-06	PC13 (2e-04)	AholaOlli	2017	27989323	PDGFbb	Platelet derived growth factor BB (PDGFbb) levels	BMK	8293	0	8293	http://computationalmedicine.fi/data#Cytokine_GWAS	European (Finnish)	2019-10-24T00:00:00Z	Y	
PDL1_Hoglund_31727947_1	1660	0.892987972572585	PC9 (7e-02)	Hoglund	2020	31727947	PDL1	Programmed death-ligand 1 (PD-L1, CD274, B7-H1) levels	BMK	227	0	227	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/HoglundJ_31727947_GCST009522/HoglundJ_PD-L1.INF.txt	European (Swedish)	2020-04-20T00:00:00Z	Y	
PDW_Vuckovic_32888494_1	1661	0	PC3 (0e+00)	Vuckovic	2020	32888494	PDW	Platelet distribution width	BMK	408112	0	408112	ftp://ftp.sanger.ac.uk/pub/project/humgen/summary_statistics/UKBB_blood_cell_traits/pdw.assoc	European (UK, UKBB)	2020-09-18T00:00:00Z	Y	fL. The spread of the platelet volume distribution. Note that Sysmex and Coulter use different statistics to measure spread.. Impedance: Coefficient of variation of platelet volume distribution
PECAM1_Folkersen_33067605_1	1661	0.000387543189254022	PC3 (4e-05)	Folkersen	2020	33067605	PECAM1	Platelet endothelial cell adhesion molecule (PECAM-1) levels	BMK	21758	0	21758	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012081/GCST90012081_buildGRCh37.tsv	European	2021-06-21T00:00:00Z	Y	
PEMFOL_Augusto_33991537_1	408	0.163104209878265	PC14 (3e-02)	Augusto	2021	33991537	PEMFOL	Pemphigous foliaceous	IMD	5658	234	5892	https://ars.els-cdn.com/content/image/1-s2.0-S0022202X21012288-mmc2.xlsx	Latin American (Brazilian)	2021-06-11T00:00:00Z	Y	Suppl. Table 3. In Excel format. Reference allele was missing and had to be estimated
PERD_Sakaue_doi1011012020102320213652_1	1560	0.63752681431704	PC5 (4e-02)	Sakaue	2021	doi1011012020102320213652	PERD	Periodontal disease	INF	169166	9560	178726	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.PeD.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
PERICAD_Sakaue_doi1011012020102320213652_1	1560	0.713382594525013	PC7 (8e-02)	Sakaue	2021	doi1011012020102320213652	PERICAD	Pericarditis	INF	177745	89	177834	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.Per.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
PFIB_Sakaue_doi1011012020102320213652_1	1560	0.938960882520884	PC5 (4e-01)	Sakaue	2021	doi1011012020102320213652	PFIB	Pulmonary Fibrosis	OTH	176974	126	177100	https://humandbs.biosciencedbc.jp/files/hum0197/hum0197.v3.BBJ.PF.v1.zip	East Asian (Japanese)	2021-08-05T00:00:00Z	Y	Original doi: 10.1101/2020.10.23.20213652
